entity,times,length,source 
威尼斯人,1,4,金沙中国：威尼斯人澳门向美国转移资料遭澳门特区政府调查
金光大道,2,4,金沙中国推迟金光大道赌场扩建项目复工签字仪式
商贸4亿,2,4,金鹰商贸4亿美元10年期美元债，欧美投资者占近半－消息
津巴布韦,1,4,津巴布韦官员：津巴布韦钢铁公司仍对出售所有权持开放态度
锦州石化,1,4,锦州石化开始生产辛烷值为100的汽油-报导
9.88,1,4,京东方上半年亏损人民币12.6亿元，上年同期亏损9.8875亿元-2
大观∶想,1,4,经济大观∶想促进贸易？减少壁垒比汇率贬值更有效
助沃尔玛,1,4,经济衰退助沃尔玛和Kohl&apos;s扩大市场份额
Kohl,1,4,经济衰退助沃尔玛和Kohl&apos;s扩大市场份额
风雨飘摇,1,4,经济形势风雨飘摇美企坐拥现金取暖
九城公司,1,4,九城公司将收购环球市场集团16.25%的股权>NINE
九城集团,1,4,九城集团中标国家质检总局的进出口电子文件系统服务项目>NINE
九家集团,1,4,九家集团递交竞购台湾南山人寿的初步投标单－报导
玖龙纸业,5,4,玖龙纸业：断然否认标普关于与玖龙纸业管理层欠缺沟通的说法
悬而未决,1,4,救助名单悬而未决困扰美国银行业
TDR-,1,4,巨腾国际考虑允许原股东将港股挂牌的1亿股股票转换为TDR-报导
Bats,1,4,据称Bats就可能进行的收购与Chi-XEurope进行接洽－彭博资讯
620亿,4,4,据称日本计划向东京电力赔偿基金注资620亿美元－路透社
瑞士政府,2,4,据称瑞银将拒绝瑞士政府将其分拆的建议－《纽约邮报》
骏威汽车,1,4,骏威汽车副主席因工作调动关系离任
0.05,2,4,骏威汽车上半年净利润持平于12.9亿港元，中期派息0.05港元
7.99,1,4,卡夫食品：吉百利股东可以选择每股7.99英镑的方案
星巴克案,1,4,卡夫食品称一家上诉法院同意就星巴克案举行听证会
卡梅伦率,2,4,卡梅伦率英国史上最大商业团来华掘金（上）
卡斯特罗,2,4,卡斯特罗访华寻求增强古巴与中国关系（上）
Gonu,2,4,卡塔尔油气出口未受风暴Gonu影响－石油大臣
无投票权,1,4,卡塔尔有权购买大众汽车50%的无投票权优先股－报导
Pure,1,4,凯雷和CVC据称参与竞购菲律宾的PureFoods－路透社
凯雷集团,7,4,凯雷集团、MBK及其他外资公司寻求投资阳信商业银行－报导
111亿,1,4,凯雷集团第六只旗舰基金已获111亿美元认购，稍微上调融资上限
215亿,2,4,凯雷牵头财团将向台湾大众银行注资新台币215亿元
中国太保,1,4,凯雷投资集团出售中国太保股份套现7.96亿美元-知情人士
Eric,1,4,凯雷投资集团聘请EricMason担任杠杆融资部门负责人
滚珠丝杠,1,4,凯雷投资将收购野村控股旗下精密滚珠丝杠制造商96.56%股权
海外合作,1,4,凯雷投资向台湾大众银行注资交易至多包括3家海外合作者
中国沁水,1,4,康菲石油：已停止参与中国沁水煤层气项目
秦皇岛市,1,4,康菲石油和中海油同意向秦皇岛市赔偿人民币3.45亿元－报导
356亿,4,4,康菲石油同意以356亿美元收购BurlingtonResources>COP
康福德高,2,4,"康福德高(ComfortDelgro)斥资7,320万新元收购沈阳客运公司"
320万,2,4,"康福德高(ComfortDelgro)斥资7,320万新元收购沈阳客运公司"
MOTO,1,4,科技业随想：最新回合MOTO不敌诺基亚
科克莱恩,1,4,科克莱恩计划增持通用汽车股份
海信集团,1,4,科龙电器：海信集团将斥资人民币6.8亿元收购其26.43%股权
科通集团,5,4,科通集团3Q每股收益12美分，上年同期8美分>COGO
CDMA,2,4,科通集团上半年同华为进行的CDMA业务较上年同期增长50%
195%,1,4,科威特5月份对华原油出口量猛增195%－报导
4.10,1,4,科威特KPC：7月原油报价较阿曼和迪拜平均价低4.10美元/桶
Deer,1,4,壳牌：冰冻导致DeerPark炼油厂出现火炬气排放
Park,1,4,壳牌：冰冻导致DeerPark炼油厂出现火炬气排放
壳牌公司,7,4,壳牌公司：即将恢复3个海上石油设施的生产
中国四川,1,4,壳牌和中国石油将联手开发中国四川页岩气资源-中国石油母公司
印度中国,1,4,壳牌可能剥离新西兰下游石化业务，转向印度中国等高利润市场
中国珠海,1,4,壳牌全球最大润滑脂厂在中国珠海投产
Soku,1,4,壳牌首席财务长：希望尼日利亚Soku液化天然气厂尽快恢复运营
迪尔帕克,2,4,壳牌受飓风迪安因素影响削减迪尔帕克炼油厂原油处理量
Open,1,4,可口可乐将发起名为“OpenHappiness”的广告宣传活动>KO
Illy,2,4,可口可乐与Illy联合推出即饮咖啡产品IllyIssimo
吉百利旗,1,4,可口可乐证实在考虑收购吉百利旗下的Snapple
无稽之谈,1,4,克莱斯勒：破产猜测是无稽之谈－报导
克赖斯特,1,4,克赖斯特彻奇地震对澳大利亚银行业的影响仍不明朗－穆迪
尽善尽美,1,4,克里斯蒂∶打造尽善尽美的电梯系统（下）
克利夫兰,1,4,克利夫兰就止赎危机向21家银行提起诉讼
B787,3,4,空客COO：若B787进一步推迟交货，空客不会赢得明显竞争优势
A300,1,4,空中客车(Airbus)将于2007年停止生产A300和A310飞机
A310,1,4,空中客车(Airbus)将于2007年停止生产A300和A310飞机
129亿,1,4,空中客车：本次航展有望接获总价值129亿美元的订单
中国国银,1,4,空中客车：已同中国国银租赁签署飞机项目融资合作谅解备忘录
751亿,1,4,空中客车2006年订单总额为751亿美元，2005年为959亿美元
959亿,1,4,空中客车2006年订单总额为751亿美元，2005年为959亿美元
A340,1,4,空中客车考虑下调A340飞机价格-管理人士
中航集团,1,4,空中客车与中航集团年合作规模到2010年可达2亿至3亿美元
前所未有,2,4,空中客车中国公司总裁预计公司在中国面临前所未有的增长机会
EMBA,1,4,跨国教育日益成为EMBA重头戏
建言献策,1,4,跨国银行将就伦敦离岸人民币中心的发展建言献策-知情人士
快达航空,1,4,快达航空接到收购提议
5.60,2,4,快达航空同意接受修改后每股5.60澳元的收购报价-2-
瑞安建业,2,4,拉法基与瑞安建业将合并在中国的水泥业务
Wynn,1,4,拉斯维加斯博彩业巨头SteveWynn在澳门的赌场即将开业
聘巴克莱,1,4,拉斯维加斯金沙集团委聘巴克莱和高盛安排澳门资产IPO－报导
9.44,2,4,莱钢股份在停牌四个月后飙升54%，至人民币9.44元
莱钢集团,1,4,莱钢集团一名员工涉嫌力拓案－报导
浪潮集团,1,4,"浪潮集团斥资人民币3,000万元收购奇梦达中国研发中心－报导"
风声鹤唳,2,4,雷曼岌岌可危华尔街风声鹤唳（上）
雷曼香港,1,4,雷曼香港子公司曾向日本子公司转移67亿美元资金－《金融时报》
Khoo,1,4,雷曼兄弟任命ChengKhoo担任亚洲能源研究部门负责人
三菱公司,1,4,雷诺公司讨论与三菱公司结盟的可能性-报导
获益匪浅,1,4,雷诺认为与通用汽车结盟将获益匪浅-报导
礼顿集团,1,4,礼顿集团所组财团被选为9亿澳元Gorgon液化天然气项目开发商
联亚药业,1,4,"礼来对中国仿制药生产商南通联亚药业增加2,000万美元投资"
礼来公司,2,4,礼来公司第二财季利润降11%，受开支和经营费用上升拖累>LLY
李安∶拍,2,4,李安∶拍《少年派》是对信仰的考验（上）
503万,1,4,李泽楷10月2日以1.99港元均价购入503万股电讯盈科股份
电讯盈科,5,4,"李泽楷斥资7,440万港元将其在电讯盈科的持股比例增至28.29%"
亚太恒富,1,4,"里昂证券亚太恒富资本认购3,000万美元富乔工业可转换债券"
不由自主,1,4,理财宝鉴：为何我们会不由自主地身陷内部交易？
Ikon,1,4,理光(Ricoh)将以16.17亿美元收购美国IkonOfficeSolutions
6.3亿,1,4,理文造纸股东将配售不超过6.3亿港元现有股份－合约细则
Effa,1,4,力帆股份与Effa将联手在巴西兴建汽车研发中心
瑞晶电子,2,4,力晶半导体：正与尔必达和瑞晶电子商谈三方合并事宜
351亿,1,4,力晶半导体08年资本支出目标为新台币351亿元，上年为634亿元
634亿,1,4,力晶半导体08年资本支出目标为新台币351亿元，上年为634亿元
江苏徐州,1,4,"力晶半导体或将投资1,500万美元在江苏徐州兴建科技园－报导"
从尔必达,1,4,力晶半导体计划从尔必达手中收购瑞晶电子10%的股权－报导
449万,1,4,"力晶半导体计入新台币4,449万元的日月光半导体股份投资损失"
0930,2,4,力晶半导体将于格林威治时间0930对内幕交易调查置评
与尔必达,2,4,力晶半导体与尔必达将向合资公司瑞晶电子各注资1.8亿美元
Leng,1,4,力拓：JimLeng不会接任董事长一职
195亿,4,4,力拓：将与中国铝业公司达成价值195亿美元的战略合作交易
381亿,5,4,力拓：向阿尔坎铝业提出总额381亿美元的现金收购报价
美国铝业,1,4,力拓：中铝公司和美国铝业的股权收购并非是应力拓的请求
尘埃落定,1,4,力拓案尘埃落定仍有疑问未解
尤陶勒盖,1,4,力拓奥尤陶勒盖项目客户得到中国海关铜进口批文
124%,3,4,力拓称中国铝业支付124%的溢价收购其资产股权
Food,1,4,力拓完成12亿美元出售AlcanPackagingFoodAmericas的交易
无所适从,2,4,力拓员工被捕令在华外企无所适从（上）
丽新集团,1,4,丽新集团提议对旗下上市子公司进行股份交换
集团∶拟,1,4,丽珠集团∶拟将B股上市地转换至香港交易所
丽珠集团,1,4,丽珠集团将回购至多1.6亿港元的B股
利邦香港,2,4,利邦香港上市首日上涨82%，原因是与利丰有关联
锡德尔港,1,4,利比亚的锡德尔港恢复石油出口－消息人士
利丰集团,1,4,利丰集团与两家跨国企业竞购FutureLogistics的股权－报导
利丰万邦,1,4,利丰万邦计划在香港进行首次公开募股－消息人士
特快专递,1,4,联邦快递集团第二财季利润下降12%，因特快专递业务疲软
按兵不动,1,4,联储观察：Fed按兵不动，学者对更多刺激措施必要性各持己见
观察∶高,1,4,联储观察∶高盛称Fed或需十年才能将资产规模减至历史正常水平
2.5G,1,4,联发科技将推出适用于微软智慧型手机的2.5G晶片－报导
上海航空,1,4,联合航空(UnitedAirlines)和上海航空签署班号共享协议>UAUA
Yoga,1,4,联想IdeaPadYoga13测评
雄心壮志,1,4,联想当家人的雄心壮志（下）
659万,2,4,"联想集团2Q净利润较上年同期增长44%，至7,659万美元>LNVGY"
344万,2,4,"联想集团第二财季净利润下降78%，至2,344万美元"
773万,4,4,"联想集团第三财季净利润5,773万美元，上年同期4,683万美元"
683万,4,4,"联想集团第三财季净利润5,773万美元，上年同期4,683万美元"
阿梅里奥,1,4,联想集团首席执行长阿梅里奥：仍看好个人电脑行业的发展态势
中兴力维,1,4,联宇投资基金将以2亿美元收购中兴力维的控股权
联洲国际,1,4,联洲国际主席史璧加去世，公司称不会影响业务
NGCA,1,4,两家私募股权投资公司转让NGCAHoldings股份退出投资
房地产商,1,4,两家中国房地产商2013年率先发债－合约细则
Hays,1,4,猎头机构Hays称全球就业市场低迷局面将持续－《金融时报》
沃尔沃谈,1,4,林书豪与沃尔沃谈代言开启商业道路
中国阳山,1,4,灵宝黄金竞投中国阳山金矿开采权－知情人士
嘉德置地,1,4,领汇房地产投资信托基金将不再延长与嘉德置地的合作协议
新泽西州,1,4,六家抵押贷款公司在新泽西州的止赎案可能被冻结－美联社
9.1亿,1,4,龙湖地产拟通过香港IPO筹资至多9.1亿美元－知情人士
龙湖地产,2,4,龙湖地产通过竞拍以总价人民币13.1亿元购得两处地块
146亿,1,4,龙湖地产香港IPO获得逾146亿美元认购资金－消息人士
8.16,1,4,龙源电力将香港IPO发行价定在每股8.16港元－消息人士
隆成集团,1,4,隆成集团将发售1亿份台湾存托凭证，每份相当于1股新股
隆力集团,1,4,隆力集团考虑出售所持台湾安泰银行股权
路透集团,9,4,路透集团(Reuters)将把在中国的5家银行加入其外汇交易系统中
7.05,1,4,路透证实与Thomson进行并购谈判，对路透每股估值7.05英镑
路易威登,2,4,路易威登将斥资20亿欧元收购意大利LoroPiana80%股权
Loro,1,4,路易威登将斥资20亿欧元收购意大利LoroPiana80%股权
9.8亿,1,4,绿城中国的合资公司斥资人民币9.8亿元在浙江省购置一块地
绿地集团,3,4,绿地集团将斥资3.87亿美元收购盛高置地多数股权
0.50,2,4,伦敦黄金下午定盘价为每盎司870.50美元oz(Prev.PM$880.50)
0.00,1,4,伦敦黄金下午定盘价为每盎司880.00美元peroz(Prev.PM$884.50)
3.25,2,4,伦敦黄金下午定盘价为每盎司883.25美元(前日为898.25美元)
3.50,1,4,伦敦黄金下午定盘价为每盎司883.50美元peroz(Prev.PM$903.50)
中国贵溪,1,4,伦敦金银市场协会将中国贵溪冶炼厂加入其黄金合格供应商名单
伦敦证券,1,4,伦敦证券交易所表示已经中止所有与交易系统的连接
罗克韦尔,1,4,罗克韦尔自动化第三财季利润增6.2%，下调全年业绩预期>ROK
罗兰贝格,1,4,罗兰贝格：中国投资者将收购目光瞄准欧洲汽车部件供应商
类风湿性,2,4,罗氏(Roche)：研究结果显示Actemra有助于治疗类风湿性关节炎
罗氏公司,3,4,罗氏公司将退还已接受其收购要约的Illumina股份
从中收益,1,4,罗氏抗贫血药物未获得FDA完全批准，Amgen从中收益>AMGN
麦克唐纳,1,4,洛克菲勒公司总裁麦克唐纳自杀身亡
3.00,2,4,洛阳钼业将A股IPO价格定为每股人民币3.00元
洛阳钼业,1,4,洛阳钼业通过上海IPO募集人民币6亿元
马多夫案,3,4,马多夫案受害名单不断扩大（上）
4000,1,4,马多夫妻子遭索赔4000余万美元
马哥孛罗,2,4,马哥孛罗斥资1.714亿新加坡元收购HotelProperties21%的股权
兔死狐悲,2,4,马石油收购被驳中国投资者兔死狐悲（上）
马自达6,1,4,马自达6：动荡时期的理性选择
249亿,1,4,迈克尔·戴尔249亿美元收购方案获股东投票通过-彭博
迈瑞公司,3,4,迈瑞公司4Q净利润增14%，因中国市场收入强劲增长；上调派息
0.7%,1,4,麦当劳7月份同店销售额增长0.7%>MCD
-6.5,1,4,麦当劳第四财季净利润增11%；预计1月份销售额增5.5%-6.5%>MCD
劳动部门,1,4,麦当劳与肯德基：正配合中国劳动部门调查
1.80,1,4,麦格理银行将2010年铜价预期下调10%，至每磅1.80美元
麦克尼利,1,4,麦克尼利将辞去Sun首席执行长一职
台湾云林,1,4,麦寮石化基地氢气管道周二发生火灾－台湾云林县政府
7.96,1,4,茂德科技以每股新台币7.96元向Hynix出售9.5%的股权－报导
485万,1,4,"茂迪股份子公司获美国政府4,485万美元先进能源生产税务减免"
茂名石化,1,4,茂名石化筹备生产99号汽油-报导
茂业国际,1,4,茂业国际董事长黄茂如正在接受中国警方的调查－报导
7.8亿,1,4,茂业国际以人民币7.8亿元竞得山西一商业及住宅地块
印度军售,1,4,梅德韦杰夫访问印度军售是重点
105%,2,4,"梅赛德斯-奔驰4月份在华汽车销量增105%，至创纪录的11,040辆"
美财政部,1,4,美财政部救助汽车业交易条款虽苛刻，但或仍将遭受损失－报告
势均力敌,1,4,美大选势均力敌投资者何去何从
中国香港,1,4,美高梅中国香港IPO定价为每股15.34港元，位于指导区间高端
重来之虑,3,4,美股“闪电崩盘”重来之虑难消（上）
综述∶九,2,4,美股10月综述∶九年来行情最好的一月(上)
FIRA,1,4,美国FIRA处罚花旗、摩根士丹利、瑞银和富国银行910万美元
Mesa,1,4,美国MesaAir联手中国深圳航空经营始发中国的航班
令人鼓舞,1,4,美国白宫：通用汽车重组进程呈现令人鼓舞的迹象
格拉斯利,1,4,美国参议员格拉斯利：立法者将观察中海石油发出的收购要约
电子元件,1,4,美国称丰田汽车的引擎电子元件不存在任何故障
F-16,2,4,美国称将认真考虑向台湾出售F-16战机（上）
Novo,1,4,美国存托凭证：ADR收盘涨跌互见，NovoNordisk股价走低
巴西公司,1,4,美国存托凭证：ADR收盘涨跌互见；巴西公司股票表现不佳
欧洲公司,1,4,美国存托凭证：ADR收盘涨跌互见；欧洲公司股票小幅走低
拉美公司,1,4,美国存托凭证：ADR收盘走低，受拉美公司股票拖累
材料类股,1,4,美国存托凭证：ADR收盘走低，受能源、材料类股下跌拖累
欧美央行,1,4,美国存托凭证：ADR收盘走高，受欧美央行消息提振
受贝南克,1,4,美国存托凭证：ADR走低，受贝南克讲话影响
希腊议会,1,4,美国存托凭证：ADR走高；希腊议会批准紧缩措施
与日俱增,1,4,美国大型银行维持油价预期不变，未受与日俱增的经济担忧影响
无线基站,1,4,美国电话电报证实正在研究出售无线基站资产
网威公司,1,4,美国法官驳回微软要求网威公司披露相关信息的申请>MSFT
希尔公司,1,4,美国法官裁定麦格劳-希尔公司必须向政府提供所需的数据>MHP
求之若渴,1,4,美国公司对技术人才求之若渴（上）
Baa3,3,4,美国公司债：J.C.Penney公司债重获穆迪Baa3投资级评级
发债2亿,1,4,美国公司债：Lowe''s融资10亿美元；Diversified发债2亿美元
IG10,1,4,美国公司债：MarkitIG10指数息差扩大；因消息面不佳
运通银行,1,4,美国公司债：市场保持坚挺；运通银行分两批发10亿美元债券
如火如荼,1,4,美国公司债：债券发行如火如荼；市场表现强劲
30年期,1,4,美国公司债市场：摩根大通发行15亿美元30年期债券
国防部长,2,4,美国国防部长：因F-35战斗机问题拒付洛克希德-马丁6.14亿美元
F-35,1,4,美国国防部长：因F-35战斗机问题拒付洛克希德-马丁6.14亿美元
176亿,1,4,美国国际集团第四财季扭亏为盈，因分拆业务实现利得176亿美元
Olin,1,4,美国国际集团任命OlinWethington担任AIGCos.中国业务董事长
泰国银行,1,4,美国国际集团向泰国银行子公司注资140亿泰铢－报导
1.1%,1,4,美国过去两周汽油消费量较上年同期降1.1%－SpendingPulse
美国加州,1,4,美国加州教师退休基金将出售在苏丹运营公司的股份-报纸
无缝钢管,5,4,美国将向从中国进口的无缝钢管征收关税
否极泰来,1,4,美国经济能否否极泰来？
美国救市,1,4,美国救市在中国引发热烈反响
捉襟见肘,3,4,美国救助计划资金捉襟见肘（上）
美国雷曼,1,4,美国雷曼兄弟拟向印度一经济特区至多投资3亿美元－报导
经济特区,1,4,美国雷曼兄弟拟向印度一经济特区至多投资3亿美元－报导
新巴塞尔,2,4,美国联邦储备委员会将接受新巴塞尔协议规定的资本框架
Avio,1,4,美国联邦贸易委员会批准通用电气收购Avio航空子公司
美国迈朗,1,4,美国迈朗出售菲律宾资产的最终投标日期为11月17日-知情人士
美国美中,1,4,美国美中互利工业公司首次在中国出售自动手术产品>CHDX
沙门氏菌,1,4,美国沙门氏菌疫源调查锁定花生酱
市场∶铂,1,4,美国商品市场∶铂期货结算价下跌2.4%，触及七周低点
信贷费率,1,4,美国受助银行提高信贷费率面临调查
美国数州,1,4,美国数州的司法部长就信用卡信息被盗事件向当事公司发出质询
麦克米伦,1,4,美国司法部或就电子图书共谋定价起诉苹果和麦克米伦－报导
911式,1,4,美国投票通过成立911式专家委员会来调查金融危机
沃瑟斯坦,1,4,美国投资业巨子沃瑟斯坦去世
各布．卢,1,4,美国下任财长热门人选雅各布．卢的花旗工作经历可能备受关注
BofA,1,4,美国银行(BofA)将偿还纳税人资金
Tang,1,4,美国银行/美林聘请AlexTang为东南亚股权执行部门主管>BAC
杰斐逊郡,1,4,美国银行出售所持杰斐逊郡债券，并已退出上诉－彭博新闻
IPIC,1,4,美国银行建议股票持有者拒绝IPICGroup发出的收购要约
Fall,1,4,美国银行欧洲、中东、非洲和亚洲业务总裁Fall将于6月退休>BAC
西蓝公司,1,4,美国证券交易委员会指控西蓝公司前CEO隐瞒贷款去向
万向集团,1,4,美国政府批准万向集团收购A123旗下资产－知情人士
460亿,1,4,"美国众议院通过总额1,460亿美元的经济振兴计划"
Jobs,1,4,美国总统奥巴马周四签署促进就业的Jobs法案
美兰机场,1,4,美兰机场计划进行A股IPO－报导
378亿,1,4,美联储对AIG再增378亿美元援助
美联集团,1,4,美联集团：预计2009年扭亏为盈
创04年,1,4,美林调查：基金经理对中国经济增长的预期创04年以来最低水平
ICAP,1,4,美林公司否认其银行家讨论过纽约证交所收购ICAP一事
憾事∶将,1,4,美林前CEO的憾事∶将美林卖给美银
Hung,1,4,美林任命AntonyHung为亚太区理财部门主管
Noel,1,4,美林任命NoelDonohoe为首席风险长－消息人士
美欧日韩,1,4,美欧日韩台五方签订多晶片积体电路产品零关税协议
积体电路,1,4,美欧日韩台五方签订多晶片积体电路产品零关税协议
美银美林,5,4,美银美林下调2013和2014年的金价预期
比肩而立,1,4,美元或与欧元、人民币比肩而立－法国巴黎银行主管
康泰纳仕,1,4,美杂志出版商康泰纳仕拟进一步扩大在华业务
各显神通,2,4,美在华餐饮企业应对通胀各显神通(上)
136亿,1,4,美中两国企业周一签署价值136亿美元的交易
美众议院,3,4,美众议院议长：谷歌评估中国业务的举措给其他公司树立了榜样
蒙古能源,1,4,蒙古能源与中远集团签署合作意向书
中远集团,1,4,蒙古能源与中远集团签署合作意向书
蒙古政府,3,4,蒙古政府或于10月6日签订OyuTolgoi铜金矿投资协议－消息人士
蒙牛乳业,1,4,蒙牛乳业重塑品牌股价能否随之上扬
河北银行,1,4,蒙特利尔银行或收购河北银行10%-15%的股份－报导
涉案人员,1,4,米兰法官下达对帕玛拉特倒闭案11名涉案人员的判决
卡哈马卡,1,4,秘鲁宣布卡哈马卡三省份进入紧急状态
不好意思,1,4,民生银行行长∶利润高得不好意思公布
明发集团,1,4,明发集团将香港IPO筹资规模减至3.33亿美元，推迟上市时间
维斯塔斯,1,4,明阳风电对公司谋求收购风机制造商维斯塔斯的消息予以否认
中外合资,1,4,摩根大通参与中国设立中外合资担保公司的试点工作
水涨船高,1,4,摩根大通加大筹码贝尔斯登水涨船高（上）
Owen,1,4,摩根大通任命DavidOwen为零售银行部门新首席财务长
Gaby,1,4,摩根大通任命GabyAbdelnour为亚太区首席执行长>JPM
Drew,1,4,摩根大通首席投资长InaDrew即将离职；Zames将接任该职位
9.2亿,1,4,摩根大通同意就“伦敦鲸”交易支付9.2亿美元罚款
三分之二,1,4,摩根士丹利88亿美元地产基金或损失近三分之二的资金
2014,1,4,摩根士丹利CEO：2014年前的支出可能会减少16亿美元左右
Anda,1,4,摩根士丹利高管JonAnda辞职
313万,1,4,"摩根士丹利配售7,313万股中国香精香料股票-消息人士"
Chao,1,4,摩根士丹利任命SeanChao担任台湾业务首席执行长
8.85,1,4,"摩根士丹利以每股8.85港元出售国美5,760万股股份-消息人士"
中国上海,1,4,摩根士丹利与中国上海盛融投资联合收购上海世贸大厦>MWD
集团公司,1,4,摩托罗拉公司与中国移动通信集团公司签订3.1亿美元的合同
Boot,2,4,莫博士信箱：BootCamp或只是昙花一现
Camp,2,4,莫博士信箱：BootCamp或只是昙花一现
iMac,3,4,莫博士信箱：iMac台式机配置浅谈
nano,2,4,莫博士信箱：iPodnano有何新功能？
公共场所,1,4,莫博士信箱：公共场所如何安全上网
精打细算,1,4,莫博士信箱：为你精打细算iPhone国际漫游费
Word,1,4,莫博士信箱：用Word给段落排序
Alfa,1,4,墨西哥Alfa拟在中国投资兴建汽车配件厂
重中之重,2,4,默克尔率团访华经济关系乃重中之重（上）
默克公司,2,4,默克公司将投资1亿新元扩建新加坡生产设施>MRK
默克集团,1,4,默克集团新药Cladribine未获FDA批准>MKGAY
1.3万,1,4,默克将因产品专利到期进一步裁员1.3万人
哈尔滨市,1,4,某化工厂爆炸事故导致哈尔滨市全城停水
一万万亿,1,4,目标：一万万亿次
令人信服,1,4,穆迪Hess：美国需要达成令人信服的长期协议，其评级才能稳定
穆迪稽核,1,4,穆迪前管理人士将向国会作证，阐述对穆迪稽核行为的担忧
Cole,1,4,耐克同意以5.7亿美元将旗下品牌ColeHaan出售给ApaxPartners
Haan,1,4,耐克同意以5.7亿美元将旗下品牌ColeHaan出售给ApaxPartners
672万,1,4,"南车时代电气将以1,672万加元收购DynexPower75%股权"
0630,2,4,南方航空：将于格林威治时间周四0630恢复交易
B777,1,4,南方航空将购买六架波音B777货机
Wits,3,4,南非AnglogoldAshanti∶WestWits矿的工人大多已恢复工作
南非政府,1,4,南非政府批准Glencore联合体收购OptimumCoal－消息人士
南航集团,1,4,南航集团2007年实现利润近人民币30亿元－新华社
南京银行,6,4,南京银行：法国巴黎银行希望在其IPO后增持股权，维持原有比例
宁波银行,5,4,南京银行和宁波银行IPO总计筹得资金人民币110.7亿元
南京政府,1,4,南京政府官员因涉嫌从事内幕交易而接受调查－报导
472亿,1,4,南山人寿保险公司将发行新台币472亿元新股
164亿,1,4,南亚塑胶2009年净利润增长75%，至新台币164亿元
南亚塑胶,2,4,南亚塑胶的两家乙二醇工厂周六将恢复正常运营
尼克森∶,1,4,尼克森∶Buzzard油田产量将于周三前後将恢复到正常水平
MEND,2,4,尼日利亚MEND宣称对壳牌输油管道枢纽附近的袭击事件负责
报尼日尔,1,4,尼日利亚军方：据报尼日尔三角洲集油站附近发生爆炸
150万,1,4,尼日利亚石油部长：尼日利亚原油日产量保持在150万桶/天
尼日尔河,1,4,尼日利亚要求石油公司回到尼日尔河三角洲，否则停止运营－BBC
宁波华翔,1,4,宁波华翔正就以21亿美元收购德国某汽车零件制造商展开谈判
印尼政府,1,4,纽蒙特(Newmont)管理人士：印尼政府同意放弃对公司的民事诉讼
Amex,4,4,纽约泛欧交易所集团将向7家公司出售Amex部分股权>NYX
法兰克福,1,4,纽约泛欧与德意志交易所合并后将在纽约、法兰克福和巴黎上市
1.51,2,4,纽约汇市早盘：美元跌至15个月低点；欧元逼近1.51美元
1.37,3,4,纽约汇市早盘：美元下滑；欧元突破1.37美元
1.25,3,4,纽约汇市早盘：欧元跌破1.25美元，因市场担忧欧元区状况
爱尔兰料,3,4,纽约汇市早盘：欧元兑美元大幅走高，因爱尔兰料获救助
净利润,1299,3,燕京啤酒2006年净利润人民币3.069亿元，去年同期为2.768亿元
人民币,1379,3,燕京啤酒2006年净利润人民币3.069亿元，去年同期为2.768亿元
交易员,122,3,银行称交易员操纵了影响全球范围贷款的基准利率
天然气,208,3,印度GSPC选中8家公司竞标参股海上天然气项目－报导
取决于,8,3,印度会否批准Reliance与英国石油的交易取决于相关裨益-官员
核危机,6,3,应对核危机日本政府从东京电力“夺权”（上）
材料盘,1,3,应用材料盘后跌1.7%；第二财季净利润下降26%>AMAT
26%,28,3,应用材料盘后跌1.7%；第二财季净利润下降26%>AMAT
CEO,462,3,英国石油CEO：资产出售将令石油和天然气日产量降至350万桶
日产量,18,3,英国石油CEO：资产出售将令石油和天然气日产量降至350万桶
沃尔玛,26,3,针对沃尔玛假冒有机猪肉的调查已致该公司数名员工被拘留
芝加哥,5,3,芝加哥10月份采购经理人指数降至5月份以来最低水平
5月份,58,3,芝加哥10月份采购经理人指数降至5月份以来最低水平
08年,68,3,智利政府预计08年铜产量增长2.6%，至570万吨
竞购价,1,3,中国《财经》杂志撤销关于中化集团评论Potash竞购价的报导
15亿,67,3,中国北大荒计划发行人民币15亿元5年期可转债
不锈钢,7,3,中国不锈钢产量下调的传言加重镍市场负面人气
批发行,1,3,中国大亚科技获批发行最高余额为人民币4.7亿元短期融资券
资源部,2,3,中国国土资源部∶第二季度居住地价加速上涨
互联网,75,3,中国国有媒体力图深入互联网市场（上）
航空业,8,3,中国航空业将迎来开放的春天？(下)
IPO,497,3,中国环保IPO大潮定价是关键（下）
交易于,1,3,中国首宗碳排放强度交易于天津试水
太阳能,55,3,中国太阳能类股在美期权交投活跃
美期权,1,3,中国太阳能类股在美期权交投活跃
下周一,27,3,中国中海发展将于下周一发行人民币20亿元5年期可转债
20亿,114,3,中国中海发展将于下周一发行人民币20亿元5年期可转债
贝莱德,38,3,中投有意向贝莱德牵头成立的基金投资2亿美元－知情人
众议院,24,3,众议院法案要求“两房”住房抵押贷款担保证券接受SEC监管
SEC,116,3,众议院法案要求“两房”住房抵押贷款担保证券接受SEC监管
365,2,3,重发：中国甘肃省电力投资集团将发9亿元365天期融资券
脱口秀,1,3,总统现身脱口秀奥巴马再创第一
奥巴马,89,3,总统现身脱口秀奥巴马再创第一
TCL,36,3,*STTCL将低压电器子公司股份出售给罗格朗公司
子公司,550,3,*STTCL将低压电器子公司股份出售给罗格朗公司
罗格朗,1,3,*STTCL将低压电器子公司股份出售给罗格朗公司
