entity,times,length,source 
巴塞尔新规,1,5,德国央行就巴塞尔新规实施问题向美国银行业发出警告
行长韦伯若,1,5,德国央行行长韦伯若要转投私营银行应等待一年时间－德国议员
76.4亿,1,5,德国银行业2010年希腊主权债务直接净头寸规模为76.4亿欧元
资本充足率,5,5,德国银行业尚未满足关键的资本充足率-德国金融监管局
几家交易所,4,5,德国证交所将与台湾几家交易所展开合作
IKB之前,1,5,德国政府：进一步援助IKB之前将对其进行评估
9月18日,1,5,德国政府：重建信贷银行将在9月18日正式批准IKB股权出售交易
委员会会议,1,5,德国政府：周一的委员会会议将讨论通用汽车的援助申请
总理默克尔,1,5,德国政府否认有关总理默克尔寻求同银行CEO展开谈判的报导
银行CEO,3,5,德国政府否认有关总理默克尔寻求同银行CEO展开谈判的报导
欧宝投资者,1,5,德国政府可能愿为欧宝投资者提供担保－报导
德国执政党,1,5,德国执政党通过修正后的银行国有化法案
08年税后,1,5,德国中央合作银行：08年税后亏损10亿欧元；或获10亿欧元注资
德国州财长,1,5,德国州财长：购买逃税者帐户信息是合法行为
德国州议会,1,5,德国州议会批准对欧宝提供贷款担保
充分透明度,1,5,德国总理默克尔：不确定评级机构是否尽到提供充分透明度之责
天然气纠纷,1,5,德国总理默克尔：俄罗斯可能因当前的天然气纠纷失去外界信任
人士马雪征,1,5,德太投资管理人士马雪征将离职并创立新基金－《金融时报》
泛欧交易所,1,5,德意志交易所无意收购泛欧交易所拟剥离业务－消息人士
金融业前景,1,5,德意志银行CEO：对金融业前景持“根本上的乐观”态度
股本收益率,1,5,德意志银行CEO：股本收益率三年内将重回25%的目标水平－报导
9.47亿,1,5,德意志银行第二财季净利润9.47亿欧元，上年同期6.56亿欧元
6.56亿,1,5,德意志银行第二财季净利润9.47亿欧元，上年同期6.56亿欧元
9.91亿,2,5,德意志银行第三财季利润为9.91亿欧元，上年同期6.8亿欧元>DB
21.7亿,4,5,德意志银行第四季度净亏损21.7亿欧元，受支出拖累
信用卡业务,8,5,德意志银行就出售其在印度的信用卡业务展开商谈－报导
私人银行家,1,5,德意志银行聘用摩根大通香港子公司的私人银行家－消息人士
高风险业务,1,5,德意志银行首席执行长批评地区银行开展高风险业务－报纸
花旗子公司,1,5,德意志银行有意收购DeutschePostbank或花旗子公司－报导
大外汇交易,1,5,德意志银行再度赢得全球最大外汇交易行桂冠-《欧洲货币》调查
4.85%,1,5,德意志银行在台湾发行的美元债券收益率定为4.85%-消息人士
全球市场部,1,5,德意志银行证实全球市场部将裁员>DB
德永佳集团,1,5,德永佳集团：大股东收到清盘呈请
邓普顿基金,1,5,"邓普顿基金认购资本策略7,800万港元可转股票据"
邓普顿资产,1,5,邓普顿资产管理公司将支持骏威汽车私有化计划－报导
低调鲍尔森,1,5,低调鲍尔森将在国会受“拷问”
成就零售商,1,5,低预期成就零售商良好表现？
4.07亿,1,5,迪拜公司Istithmar将以4.07亿港元收购香港汉思能源股权
迪拜交易所,1,5,迪拜交易所暗示有意向卡塔尔出售伦敦证券交易所股份－报导
意向卡塔尔,1,5,迪拜交易所暗示有意向卡塔尔出售伦敦证券交易所股份－报导
债务问题上,1,5,迪拜世界考虑债务问题上的选择方案
迪士尼公司,4,5,迪士尼公司计划投资11亿美元改造加州冒险乐园
迪士尼计划,2,5,迪士尼计划扩建香港主题乐园；香港政府持股比例可能略微缩减
迪士尼魔力,1,5,迪士尼魔力在上海遭质疑
迪士尼玩偶,1,5,迪士尼玩偶增高留住女孩童年梦
中国承包商,1,5,迪斯尼聘请会计机构调查有关其中国承包商违法劳动法规的指控
山寨苹果店,1,5,地方官员：山寨苹果店调查展开后还没有商店被勒令关闭
全球炼油业,1,5,地震导致日本炼油厂发电厂停产全球炼油业或因此受益
地区核电站,1,5,地震活跃地区核电站面临拷问
日本全国性,1,5,地震造成日本全国性生产中断
100万吨,1,5,第二季度中国以外铝市场同比供应过剩100万吨-挪威海德鲁公司
季度诺基亚,1,5,第三季度诺基亚在智能手机市场的占有率下滑至第七位－Gartner
17.3%,2,5,第一季度全球手机发货量较上年同期增加17.3%－研究机构
英杰华集团,1,5,第一金控计划与英杰华集团商议收购南山人寿事宜－报导
30件都市,1,5,第一金控预计2010年将有约30件都市更新项目签约－报导
60.2亿,1,5,第一太平斥资60.2亿菲律宾比索增持Philex5.9%股权
菲律宾比索,1,5,第一太平斥资60.2亿菲律宾比索增持Philex5.9%股权
22.8亿,2,5,第一太平拟通过每5股配1股的供股交易筹资至多22.8亿港元
35亿欧元,1,5,蒂森克虏伯向Dofasco发出估值为35亿欧元的收购要约>TKA.XE
陈志云电视,1,5,电视广播：立即恢复陈志云电视广播业务总经理的职务
业务总经理,1,5,电视广播：立即恢复陈志云电视广播业务总经理的职务
邵氏母公司,3,5,电视广播：邵氏母公司正在商讨出售邵氏股份
62.6亿,1,5,电视广播的母公司以62.6亿港元出售该公司26%股权－文件
电视机业务,1,5,电视机业务亏损未影响索尼利润增长
2月24日,1,5,电讯盈科：高等法院将在2月24日就公司私有化方案举行程序聆讯
香港监管方,1,5,电讯盈科：根据与香港监管方会谈结果选择以商业信托分拆上市
HKT股权,6,5,电讯盈科：在HKT股权出售后准备维持股息不低于当前水平
16.1亿,5,5,电讯盈科2011年净利润下降17%，至16.1亿港元
HKT股份,1,5,电讯盈科出售HKT股份吸引八家竞购者；MBKPartners相中股份
八家竞购者,1,5,电讯盈科出售HKT股份吸引八家竞购者；MBKPartners相中股份
4月16日,3,5,电讯盈科股东：尽管4月16日举行上诉聆讯，但私有化交易仍可行
子公司股权,5,5,电讯盈科股价下跌可能导致子公司股权竞标价下降－报导
主席李泽楷,1,5,电讯盈科可能帮助主席李泽楷保留在Vivacom的控股权－报导
IPO散户,3,5,电讯盈科旗下电讯信托IPO散户认构不足；散户部分占IPO的1.2%
7.65亿,3,5,电讯盈科上半年净利润增长17%至7.65亿港元
8.24亿,2,5,电讯盈科上半年净利润增长8%至8.24亿港元
母公司盈科,1,5,电讯盈科停牌，母公司盈科拓展将就出售电盈股权事宜进行表决
法院听证会,2,5,电讯盈科下跌，因私有化交易的法院听证会被推迟
10.3亿,2,5,电讯盈科寻求非公开发行10.3亿港元新股－合约细则
旗下HKT,2,5,电讯盈科欲以约25亿美元出售旗下HKT的股份－消息人士
计划后计划,1,5,电讯盈科在放弃私有化计划后计划派发特别股息；股票周四复牌
香港金融家,1,5,电盈控股权有望落入香港金融家之手
电盈李泽楷,1,5,电盈李泽楷希望收购交易能在7月底敲定
6月16日,1,5,电子艺界将针对Take-Two的收购要约期限延长至6月16日>ERTS
钓鱼岛争端,3,5,钓鱼岛争端考验在华日本品牌（上）
亚洲消费者,1,5,调查：索尼取代诺基亚成为最受亚洲消费者欢迎的品牌
迷望而却步,2,5,定价过高令中国iPhone迷望而却步（上）
女川核电站,1,5,东北电力：宫城县的女川核电站出现漏水情况
放射性物质,1,5,东电将复查所有放射性物质监测数据
放射性积水,2,5,东电没能按计划完成放射性积水排放
四川地震中,1,5,东方电气旗下汽轮机子公司在四川地震中受严重破坏
越南发电厂,1,5,东方电气赢得价值14亿美元的越南发电厂建设合同
市场下半年,2,5,东方海外第二季度收入下降43%；预计海运市场下半年仍持续疲弱
受运费费率,2,5,东方海外国际2009年陷入净亏损，受运费费率大幅下降拖累
10.6%,4,5,东方海外国际第二季度收入增长10.6%至15.6亿美元
11.2%,2,5,东方海外国际第四季度收入下降11.2%，至13.5亿美元
17.2%,1,5,东方海外国际第一季度收入同比增长17.2%，至13.3亿美元
新闻发布会,3,5,东方航空：将于周日召开新闻发布会，说明与加坡航空联合事宜
500亿元,4,5,东方航空从国家开发银行获得人民币500亿元融资额度－新华社
航空业运量,2,5,东方航空第一季度净利润下滑81%，受航空业运量疲软拖累
董事长李军,1,5,东方航空副董事长李军辞职，立即生效
云南省政府,2,5,东方航空与云南省政府组建的合资公司周二正式运行
980万元,1,5,"东风汽车1Q净利润为人民币9,980万元，上年同期为1.464亿元"
410万元,2,5,"东风汽车3Q净利润人民币8,410万元，上年同期为6,370万元"
年销量料将,1,5,"东风汽车高管：到2015年中国汽车年销量料将达到2,000万辆"
纳智捷汽车,1,5,东风汽车和裕隆汽车商谈将纳智捷汽车引入大陆量产－报导
330亿元,3,5,东风汽车集团：将投资人民币330亿元用于研发环保汽车－报导
2号反应堆,1,5,东京电力：福岛第一核电站2号反应堆高放射性污水已停止泄漏
福岛核电站,17,5,东京电力：尚未决定如何处理福岛核电站未受破坏的反应堆
四号反应堆,4,5,东京电力考虑从空中向第一核电站四号反应堆喷洒硼酸－共同社
东京电力上,2,5,东京电力上一财年净亏损1.247万亿日圆
核电站附近,1,5,东京电力因核电站附近撤离人员赔偿增加880亿日圆亏损
两座反应堆,2,5,东京电力总裁：将取消在福岛第一核电站新建两座反应堆的计划
东京都政府,1,5,东京都政府：自来水检测到的碘含量超过婴幼儿可接受水平
6月中以来,2,5,东京股市创6月中以来最大单日跌幅，受美元走软拖累
连续第三日,2,5,东京股市连续第三日下跌，受美元疲势和获利回吐影响
西班牙问题,3,5,东京股市收盘走高，中国股市反弹抵消西班牙问题引发的担忧
出口商类股,2,5,东京股市收盘走高；东芝和夏普结盟消息带动出口商类股上扬
大阪证交所,2,5,东京和大阪证交所将在5月份就合并事宜举行高级别谈判－报导
9月19日,1,5,东京证交所：批准日本航空于9月19日重新上市
新总裁计划,1,5,东京证交所新总裁计划重振日本市场
证交所欲借,1,5,东京证交所欲借新市场增强吸引力
39.5亿,1,5,东亚银行：将通过向西班牙Criteria售股筹资39.5亿港元
上半年利润,5,5,东亚银行：上半年利润误报，因股票衍生品交易员伪造记录
52-55,1,5,东亚银行计划将美元债券定价为较Libor高52-55基点-消息人士
2.80%,1,5,东亚银行将2年期人民币债券的票面利率定为2.80%－知情人士
7.75%,3,5,东亚银行将港元最优惠贷款利率从7.75%上调至8%
51.1亿,3,5,东亚银行将向Criteria和三井住友银行配售价值51.1亿港元新股
6月30日,3,5,东亚银行将于6月30日在香港发行人民币债券－消息人士
99.25,1,5,东亚银行拟发行1亿新元2022年到期新元债券，定价99.25－消息
20.8亿,4,5,东亚银行上半年净利润较上年同期增长78%，至20.8亿港元
27.1亿,2,5,东亚银行上半年净利润增29%至27.1亿港元
10.9亿,1,5,东亚银行为其债权抵押证券投资计提10.9亿港元准备金
2.95%,1,5,东亚银行主席将持股比例由2.95%提高至2.96%
东阳实业厂,1,5,东阳实业厂将收购其在台湾开亿工业股份尚不持有的股权
风机总装厂,1,5,东元电机董事会批准公司在大陆投资建立风机总装厂的计划
晶片生产厂,1,5,东芝：将作价530亿日圆把晶片生产厂出售给索尼
10-12,5,5,东芝10-12月份净亏损106.3亿日圆；市场预期为盈利15.2亿日圆
电子公司T,1,5,东芝给阿海珐输配电子公司T&amp;D的报价是最高的－路透社
SED电视,1,5,东芝和佳能推迟SED电视的推出时间
DVD行业,1,5,东芝缴械投降DVD行业何去何从
000亿元,6,5,"东芝今年在台湾的采购规模将超过新台币3,000亿元－报导"
新能源时代,1,5,东芝收购西屋电气预示新能源时代到来
4.1万台,1,5,东芝召回4.1万台过热笔记本电脑
东芝子公司,1,5,东芝子公司将以700亿日圆收购IBM销售终端系统业务－知情人士
动荡AIG,1,5,动荡AIG再度换帅强势CEO亦善倾听（下）
斗山英维高,2,5,斗山英维高与徐州工程机械集团在华成立合资公司
毒牛奶事件,3,5,毒牛奶事件令“中国制造”再次蒙羞
毒牛奶事态,1,5,毒牛奶事态扩大消费者退避三舍
亿美元价格,1,5,杜邦公司或以30亿-40亿美元价格出售旗下汽车涂料部门－彭博
杜邦为旗下,1,5,杜邦为旗下合资公司DuPontTeijinFilms物色买家－彭博
材料销售额,1,5,杜邦预计2010年光电材料销售额将增长50%以上
得克萨斯州,1,5,杜克能源将收购得克萨斯州一座139英亩的太阳能发电场>DUK
139英亩,1,5,杜克能源将收购得克萨斯州一座139英亩的太阳能发电场>DUK
基金TCI,1,5,对冲基金TCI：若荷兰银行排斥其他竞购者，将遭TCI起诉－报导
季度撤资额,1,5,"对冲基金投资者去年第四季度撤资额达到1,520亿美元-研究结果"
5万亿美元,1,5,对冲基金业资产规模五年内料将达5万亿美元－调查
首席财务官,1,5,对话叶永佳：作为首席财务官，请以身作则！
135美元,1,5,对日本的煤炭出口价格超过每吨135美元将令中国满意
多方投资者,1,5,多方投资者计划收购某上海酒店项目股份－消息人士
家唱片公司,1,5,多家唱片公司针对音乐盗版问题呼吁广告商抵制百度
家海外公司,1,5,多家海外公司竞标阿根廷水电大坝项目
家航空公司,2,5,多家航空公司将香港往返大陆航线燃油附加费最高上调10%－报导
家金融机构,1,5,多家金融机构寻求与永丰金控合并－报导
家科技巨头,1,5,多家科技巨头抢先苹果推出新品
家跨国公司,1,5,多家跨国公司被指违反中国环保法规
家石油公司,1,5,多家石油公司细化阿拉斯加800英里天燃气管道开发计划
800英里,1,5,多家石油公司细化阿拉斯加800英里天燃气管道开发计划
天燃气管道,1,5,多家石油公司细化阿拉斯加800英里天燃气管道开发计划
家外资券商,1,5,多家外资券商看好中国股市
家亚洲机构,2,5,多家亚洲机构向美林注资
第一副总理,1,5,"俄第一副总理称Gazprom09年投资支出规模可能为7,200亿卢布"
700-2,1,5,"俄铝：到2011年底铝价料将涨至每吨2,700-2,800美元"
一项俄罗斯,1,5,俄铝：计划推出一项俄罗斯预托证券计划
俄罗斯电网,1,5,俄铝：与俄罗斯电网签署铝制电力电缆生产和供应协议
小规模核能,1,5,俄铝CEO：小规模核能或将支撑铝工业增长
几内亚政府,6,5,俄铝否认几内亚政府禁止其经Conakry港出口氧化铝
母公司En,1,5,俄铝管理人士：母公司En+考虑IPO计划，香港为首选上市目的地
深圳市北方,1,5,俄铝将收购深圳市北方投资有限公司33%股份
012万桶,1,5,"俄罗斯3月份石油日产量1,012万桶，创苏联解体以来最高水平"
900万吨,1,5,俄罗斯Rosneft对华石油出口或增加900万吨—报导
莫斯科银行,2,5,俄罗斯VTB购得莫斯科银行51%的股份－报导
俄罗斯法院,3,5,俄罗斯法院驳回TNK-BP少数股东对英国石油的指控
BasEl,1,5,俄罗斯公司Severstal、BasEl与Renova有意投资蒙古大型煤矿
俄罗斯官员,1,5,俄罗斯官员：政府不应收购康菲石油公司所持Lukoil股份-报导
俄罗斯国家,1,5,俄罗斯国家开发银行购入Lukoil股份
银行VEB,1,5,俄罗斯国有开发银行VEB将获得中国开发银行提供的10亿美元贷款
俄罗斯石油,1,5,俄罗斯和乌克兰就俄罗斯石油输送达成协议－Naftogaz
俄罗斯计划,1,5,俄罗斯计划通过哈萨克斯坦输油管道对华出口原油
哈萨克斯坦,10,5,俄罗斯计划通过哈萨克斯坦输油管道对华出口原油
俄罗斯价值,1,5,俄罗斯价值320亿美元的铁路项目将于2011年进行国际招标-报导
LME镍价,1,5,俄罗斯将镍出口关税与LME镍价挂钩
俄罗斯经济,1,5,俄罗斯经济发展部长：1月份GDP同比增长4.3%－国际文传电讯社
奥地利航空,2,5,俄罗斯可能禁止奥地利航空的航班－报导
95美元后,1,5,俄罗斯可能在油价跌破95美元后向新油田提供税项优惠
俄罗斯联邦,2,5,俄罗斯联邦反垄断局批准了Rosneft收购NK-BP的交易－报导
NK-BP,1,5,俄罗斯联邦反垄断局批准了Rosneft收购NK-BP的交易－报导
18.8亿,1,5,俄罗斯联合铝业拟通过香港IPO筹资18.8亿至25.9亿美元
两家承销商,1,5,俄罗斯联合铝业为25亿-30亿美元香港IPO新增两家承销商－消息
俄罗斯卢布,1,5,俄罗斯卢布跌至9个月低点，因能源公司系列交易提振美元需求
俄罗斯铝业,3,5,俄罗斯铝业联合公司称2009年铝产量下降11%至390万吨
铝土矿资产,1,5,俄罗斯铝业联合公司将氧化铝和铝土矿资产分为东、西两个部门
巴尔干地区,1,5,俄罗斯面向巴尔干地区的天然气输送因管道爆炸而中断－公司
俄罗斯普京,1,5,俄罗斯普京预计2011年石油产量将达到5.08亿－5.09亿吨－报导
5.08亿,1,5,俄罗斯普京预计2011年石油产量将达到5.08亿－5.09亿吨－报导
乌克兰全额,1,5,俄罗斯已向乌克兰全额支付2009年天然气过境费－普京
俄罗斯银行,3,5,俄罗斯银行收购EADS股份得到政府支持
俄罗斯政府,4,5,"俄罗斯政府：尚无计划重新配置1,000亿美元的美国公司债投资"
美国公司债,288,5,"俄罗斯政府：尚无计划重新配置1,000亿美元的美国公司债投资"
东西伯利亚,1,5,俄罗斯政府批准对产自东西伯利亚13座油田的原油免征出口关税
13座油田,1,5,俄罗斯政府批准对产自东西伯利亚13座油田的原油免征出口关税
俄罗斯周三,1,5,俄罗斯周三将切断对白俄罗斯电力供应－电力公司
11月4日,2,5,俄罗斯资金外流量在截至11月4日的一周增长四倍
俄罗斯总理,2,5,俄罗斯总理：不会重新调整欧元资产在其国际储备中的份额
国际储备中,1,5,俄罗斯总理：不会重新调整欧元资产在其国际储备中的份额
俄罗斯总统,3,5,俄罗斯总统：可能会为支撑油价而减产－国际文传电讯社
一项天然气,1,5,俄中两国有望在6月份签署一项天然气供应协议－克里姆林宫顾问
平均日产量,1,5,"厄瓜多尔4月石油平均日产量较上年同期下降8%，至502,067桶"
雪佛龙视频,1,5,厄瓜多尔法官指雪佛龙视频举证失实
鳄鱼恤主席,1,5,鳄鱼恤主席将私有化出价提高5%
记忆体公司,1,5,尔必达：不太可能从台湾创新记忆体公司获得200亿日圆投资
家企业客户,2,5,尔必达：正就获得财务支持的可能性与多家企业客户谈判
尔必达目前,1,5,尔必达目前没有收购茂德科技的打算－日本共同社
尔必达台湾,2,5,尔必达台湾存托凭证上市交易首日上涨
尔必达总裁,2,5,尔必达总裁：拟将3月份DRAM晶片价格较2月份提高10%-19%
茂名炼油厂,1,5,发改委批准中国石化将茂名炼油厂产能提高近一倍－报导
中国纺织品,1,5,发展中国家因中国纺织品受限而获益
核技术之後,2,5,法国∶输出核技术之後再输出核教育(上)
法国Axa,1,5,法国Axa将以15亿美元收购荷兰国际集团墨西哥保险子公司
法国CDC,1,5,法国CDC在兴业银行增资后增持后者股权－报导
法国GdF,1,5,法国GdF和Suez：预计合并后的新集团2008年EBITDA或将增长10%
法国汽车业,3,5,法国Lagarde：法国汽车业救助计划附加条款并非贸易保护主义
香港新宇亨,1,5,法国LVMH将Omas业务出售给香港新宇亨得利的交易接近达成
法国Seb,1,5,法国Seb成功完成对苏泊尔的要约收购
法国SEB,1,5,法国SEB将收购苏泊尔61%的股份-2-
中国价值8,1,5,"法国阿尔卡特接获来自中国价值8,800万欧元移动通讯设备合约"
中国保监会,3,5,法国安盛受困退出收购，中国保监会接管中华保险－报导
14.6亿,1,5,法国巴黎银行(BNPParibas)第二财季实现净利润14.6亿欧元
人民币利率,4,5,法国巴黎银行和汇丰控股首次参照贷款利率进行人民币利率互换
25.5亿,4,5,法国巴黎银行将参加政府援助计划发行25.5亿欧元后偿债券
三菱UFJ,2,5,法国巴黎银行将向三菱UFJ出售申万巴黎基金股权－知情人士
保险业战略,1,5,法国巴黎银行完成收购富通银行，建立保险业战略合作伙伴关系
19.2%,1,5,法国巴黎银行完成收购中国南京市商业银行19.2%股权的交易
Amena,1,5,法国报摘：法国电信可能不久会向Amena提出收购要约
第二轮经济,1,5,法国部长：无需推出第二轮经济刺激计划
财长∶欢迎,1,5,法国财长∶欢迎中国投资
法国财政部,1,5,法国财政部否认正考虑制定银行担保计划
法国参议院,1,5,法国参议院通过旨在阻止敌意收购的法案
法国道达尔,4,5,法国道达尔出价6.17亿加元收购加拿大UTSEnergy
突尼斯电信,1,5,法国电信提出以25亿美元收购突尼斯电信35%的股份-报导
法国反对党,1,5,法国反对党一名资深国会议员反对Suez与法国燃气公司合并交易
意大利航空,1,5,法国航空和德国汉莎航空愿各自收购意大利航空15%股份－报导
飞机维修厂,1,5,法国航空计划在中国开设两个喷气式飞机维修厂－报导
中国苏泊尔,1,5,法国家电制造商SEB获准收购中国苏泊尔30%股权
机构秘书长,1,5,法国监管机构秘书长：法国银行稳健，能承受雷曼兄弟破产冲击
法国检察官,1,5,"法国检察官：已从汇丰控股失窃数据中确认79,000名客户身份"
法国开发署,1,5,法国开发署将支持中国节能项目的贷款扩大一倍－新华社
巨头家乐福,1,5,法国零售巨头家乐福退出阿尔及利亚市场
法国罗格朗,1,5,法国罗格朗将以人民币16.9亿元收购TCL集团的两家子公司
股权子公司,1,5,法国农业信贷集团将私募股权子公司出售给CollerCapital基金
1欧元价格,1,5,法国农业信贷将以1欧元价格把Emporiki出售给AlphaBank
法国欧莱雅,1,5,法国欧莱雅提出收购中国美即控股
11.9亿,1,5,法国通过出售欧洲宇航防务集团股份套现11.9亿欧元
法国投资者,1,5,法国投资者将就马多夫诈骗案起诉银行－报导
1月18日,1,5,"法国兴业银行RobertDay在1月18日出售价值4,052万欧元股票"
新加坡帐户,1,5,法国兴业银行对调查新加坡帐户一事非常重视－知情人士
55亿欧元,1,5,法国兴业银行将于下周一启动55亿欧元的配股－报纸
Oudea,1,5,法国兴业银行任命Oudea为首席执行长，Bouton继续任董事长
公司TCW,1,5,法国兴业银行正考虑出售其美国资产管理公司TCW－彭博资讯
欧元区经济,7,5,法国央行诺亚：欧元区经济增长不会受到市场动荡的冲击-报导
G20峰会,1,5,法国银行业承诺执行G20峰会达成的协议
31.6%,3,5,法国政府将收购DexiaMunicipalAgency31.6%的股份－知情人
65亿欧元,1,5,法国政府将向雷诺和标致雪铁龙集团提供65亿欧元的低息贷款
必要情况下,1,5,法国总理：只有在必要情况下才收购受困银行股权
一周年之际,1,5,法国总统奥朗德在上任一周年之际公布投资计划
法雷奥集团,2,5,法雷奥集团将收购芜湖罗比汽车照明系统有限公司80%的股份
IPCom,1,5,法庭推迟执行宏达职能手机销售禁令；IPCom与诺基亚案等待审理
法兴交易案,1,5,法兴交易案有无同犯仍是疑团
阿海珐事宜,1,5,法政府与日本、科威特及卡塔尔相关方商讨入股阿海珐事宜-报导
多日本企业,2,5,反日游行令越来越多日本企业暂停在中国的运营
泛华保险1,1,5,"泛华保险1,200万股美国存托股票IPO价格定为每股16美元"
110亿元,2,5,方兴地产将斥资人民币110亿元收购金茂集团
贷款拖欠率,3,5,房地美：美国2月份单户型住宅抵押贷款拖欠率再次下降
房地美援救,1,5,房利美和房地美援救计划或导致信贷违约掉期合约违约－分析师
借款人信用,1,5,房利美将收紧对住房按揭借款人信用评分及贷款总额的限制-报导
09年房价,1,5,房利美预计09年房价或下跌7%-12%>FNM
暖富力地产,1,5,房市回暖富力地产收缩战线
8.87亿,1,5,飞利浦(Philips)宣布已出售8.87亿股台积电股份
飞利浦电子,2,5,飞利浦电子将电视业务转入与冠捷科技组建的合资公司
旧金山空难,3,5,飞行员操作失误成旧金山空难调查重点（一）
高尔夫球车,1,5,非常之道：高尔夫球车变身“极品飞车”
菲尔普斯身,1,5,菲尔普斯身陷大麻门
泰国子公司,1,5,菲利普莫里斯国际的泰国子公司被控逃税－报导
菲律宾政府,2,5,菲律宾政府：中国嘉鑫控股集团和中兴通讯考虑在菲律宾投资
轿车子公司,1,5,菲亚特(Fiat)董事长否认有关分拆轿车子公司的传言>FIA
意大利政府,1,5,菲亚特CEO愿意在与通用汽车谈判明朗后与意大利政府和工会会面
亿欧元资金,1,5,菲亚特的汽车业并购计划至少需100亿-150亿欧元资金－报导
公司管理层,1,5,菲亚特工会组织要求与政府和公司管理层开会
菲亚特公司,4,5,菲亚特公司白领工人将被迫临时休假－工会
菲亚特股东,1,5,菲亚特股东批准公司分拆计划
公司年产量,1,5,"菲亚特和广汽集团在华合资公司年产量将达170,000辆－CEO"
董事会问题,1,5,菲亚特和克莱斯勒正讨论新所有权结构和董事会问题－报导
菲亚特计划,5,5,菲亚特计划05-08年间投资100亿欧元
05-08,1,5,菲亚特计划05-08年间投资100亿欧元
依维柯资产,1,5,菲亚特计划将CNH和依维柯资产从汽车业务中剥离
汽车业务中,1,5,菲亚特计划将CNH和依维柯资产从汽车业务中剥离
特别工作组,2,5,菲亚特将于10月向美国汽车特别工作组提交有关克莱斯勒的计划
公司CNH,1,5,菲亚特将在美国附属公司CNH至多裁员15%
10家工厂,1,5,菲亚特将在收购欧宝和通用汽车欧洲业务后关闭10家工厂－报导
菲亚特力争,1,5,菲亚特力争6月份前将其在克莱斯勒的股权提高至46%－报导
6月1日前,2,5,菲亚特首席执行长希望在6月1日前敲定与菲亚特的交易－报导
14家工厂,3,5,菲亚特与通用汽车欧洲业务结盟可能导致14家工厂裁员－报导
5月底之前,1,5,菲亚特预计将在5月底之前与德国欧宝结盟－报导>GM
两个月之内,1,5,菲亚特预计两个月之内对克莱斯勒持股比例升至30%－首席执行长
道奇CEO,1,5,费尔普斯-道奇CEO：收购Inco和Falconbridge的出价并不过高
费列罗公司,2,5,费列罗公司称仍有意收购吉百利－报导
吉百利手中,1,5,费列罗或将考虑从吉百利手中收购Halls－报导
Halls,1,5,费列罗或将考虑从吉百利手中收购Halls－报导
Fed政策,4,5,分析∶通货膨胀给Fed政策带来变数
10月中国,1,5,分析师评说10月中国出口同比增幅下降
ADS收益,4,5,"分众传媒2Q净利润为3,770万美元，合每股ADS收益32美分>FMCN"
首席营运长,4,5,分众传媒任命陈从容为首席营运长>FMCN
谭智为总裁,1,5,分众传媒任命谭智为总裁>FMCN
芬兰PKC,1,5,芬兰PKC与中国重汽集团签署战略合作框架协议
动力车售价,1,5,丰田：将从9月1日起调高部分日本国内商用车和混合动力车售价>TM
17.9%,1,5,丰田6月产量较上年同期增0.3%，日产汽车降17.9%，三菱增11.6%
丰田供应商,1,5,丰田供应商入股阿根廷锂矿
丰田管理层,3,5,丰田管理层派系之争的渊源（上）
动力车数量,1,5,丰田计划将混合动力车数量增加一倍
950万辆,1,5,丰田将把今年全球汽车销量预期下调至950万辆－报导
动力车技术,1,5,丰田将与马自达签署混合动力车技术合作协议－报导
美国踏板案,1,5,丰田扩大召回了结美国踏板案调查
丰田普锐斯,1,5,丰田普锐斯连续第15个月位居日本汽车销量榜首－共同社
第15个月,1,5,丰田普锐斯连续第15个月位居日本汽车销量榜首－共同社
790万辆,1,5,丰田汽车：估计2011年公司全球销量为790万辆，同比下降6%
Auris,1,5,丰田汽车：将从2010年年中开始在英国生产Auris混合动力车
90亿日圆,1,5,丰田汽车：将投资90亿日圆在印度开始生产发动机和变速器
0.03%,2,5,丰田汽车：将以40亿日圆回购0.03%的公司股票
全球范围内,4,5,丰田汽车：全球范围内40万辆汽车将被召回
NHTSA,1,5,"丰田汽车：与NHTSA达成和解并同意支付3,200万美元罚金"
卡罗拉车型,1,5,丰田汽车：在华合资企业的第三工厂开始生产新款卡罗拉车型>TM
15.7%,1,5,丰田汽车12月产量增15.7%；日产汽车增10.8%；三菱汽车增24.4%
10.8%,2,5,丰田汽车12月产量增15.7%；日产汽车增10.8%；三菱汽车增24.4%
12.3%,1,5,"丰田汽车12月在美销量增长12.3%，至228,322辆>TM"
26.1%,1,5,丰田汽车1月产量较上年同期增6.1%，日产增26.1%，三菱增14.5%
全球总产量,1,5,丰田汽车2009财年全球总产量或将增至640万辆－报导
640万辆,1,5,丰田汽车2009财年全球总产量或将增至640万辆－报导
300万辆,1,5,丰田汽车2011年日本国内汽车产量可能低于300万辆－报导
凯美瑞销量,1,5,丰田汽车3月美国市场销量增15%；普锐斯、凯美瑞销量上升
236万辆,1,5,丰田汽车4-6月全球汽车销量236万辆，通用汽车241万辆
23.5%,1,5,"丰田汽车4月份在华汽车销量同比下降23.5%，至48,700辆"
1398亿,1,5,丰田汽车7-9月净利润1398亿日圆，上年同期4509亿日圆
4509亿,1,5,丰田汽车7-9月净利润1398亿日圆，上年同期4509亿日圆
阿根廷工厂,1,5,丰田汽车巴西和阿根廷工厂将暂时减产
000万辆,2,5,"丰田汽车公司推迟了年销售汽车1,000万辆的目标"
