entity,times,length,source 
Fed授权,1,5,Fed授权巴西银行BancodoBrasil在美国运营
Fed要求,2,5,Fed要求花旗集团和美国银行增资
Fed主席,13,5,Fed主席贝南克：从监管角度看政府资助企业的资本状况良好
8.69亿,1,5,Fisher&amp;Paykel拒绝海尔集团8.69亿新西兰元的收购提议
G8会议：,1,5,G8会议：德国财长：库德林和Flaherty支持欧宝出售计划
吉尔吉斯坦,1,5,Gazprom将收购吉尔吉斯坦燃气公司的控股权－报导
电力联手在,1,5,GDFSuez：可能与法国电力联手在法国建造新EPR核反应堆
G首创：在,2,5,G首创：在上海证交所交易的A股停牌
HBOS：,1,5,HBOS：莱斯银行完成股票配售后并购条件有所变更
HBOS与,1,5,HBOS与莱斯银行的合并获得英国监管部门批准
的合并获得,1,5,HBOS与莱斯银行的合并获得英国监管部门批准
被TPG和,1,5,Healthscope股东批准公司被TPG和凯雷收购
Hifn同,1,5,Hifn同中国网络安全公司Ansai建立合作伙伴关系>HIFN
IATA：,1,5,IATA：中国国航计划扩大国际航线网络
IBM成立,1,5,IBM成立上海研发实验室
供应链创新,1,5,IBM供应链创新中心在京成立
兄弟购入了,1,5,IBM和雷曼兄弟购入了中国金蝶国际价值1.32亿港元的股份
IBM或从,1,5,IBM或从印度HutchisonEssar获14亿至16亿美元合同－报导>IBM
IBM将在,1,5,IBM将在德国裁员数千人－报导
Icahn,1,5,Icahn∶戴尔股东应抵制创始人全盘收购提议，无需担心股价下跌
泛欧交易所,49,5,ICE将以约82亿美元收购纽约泛欧交易所集团
IIF选聘,1,5,IIF选聘布什时代美国财政部官员亚当斯担当新掌门
IMF敦促,1,5,IMF敦促加拿大对房价上涨及居民债务高企保持警惕
IMF警告,1,5,IMF警告法国经济缺乏竞争力
IMF认为,1,5,IMF认为西班牙救助计划或无法奏效
IMF预计,1,5,IMF预计亚洲经济今年有望增长6.9%
IMG重返,2,5,IMG重返中国足球市场（上）
太平洋财产,2,5,InsuranceAustralia与中国太平洋财产保险签署协议
iPad2,1,5,iPad2美国上市销售火爆
IPTV：,1,5,IPTV：亚洲电信公司的救命稻草
KKR投资,1,5,KKR投资中国华致酒行
飞利浦电子,1,5,Kohlberg接近达成收购荷兰飞利浦电子子公司的交易-报导
埃克森美孚,11,5,Kosmos取消与埃克森美孚达成出售加纳油田资产的协议>XOM
KVH将与,1,5,KVH将与微软联手推出应用于近海的互联网接收器
LG电子、,1,5,LG电子、松下电器和飞利浦可能因操纵价格被欧盟罚款－彭博
LG电子：,2,5,LG电子：国际贸易委员会在惠而浦专利案中作出有利公司的裁决
LG电子在,3,5,LG电子在惠而浦公司提起的专利权侵权诉讼中获胜>WHR
Lihir,1,5,LihirGold股东批准公司与NewcrestMining合并
拉斯维加斯,32,5,"LJ国际料将从拉斯维加斯JCK珠宝展接获近2,420万美元订单>JADE"
交易所将向,1,5,LME的新东家香港交易所将向中国大陆市场拓展－报导
LME暂停,1,5,LME暂停雷曼兄弟在电子交易平台Select上的交易
将继续进口,1,5,MacarthurCoal：中国将继续进口澳大利亚煤炭，但速度将放缓
MAN旗下,1,5,MAN旗下中国子公司任命新主管；同时公司正就合作事宜进行谈判
得克萨斯城,2,5,Marathon将关闭得克萨斯城整个炼油厂并进行维护－文件
MBK成为,1,5,MBK成为台湾中嘉网路股份的优先竞购人
MEMC与,1,5,MEMC与尚德太阳能签署太阳能矽晶圆供应意向书>WFR
Micex,1,5,Micex副总裁：可能于12月中旬启动人民币兑卢布交易
NBA巨星,1,5,NBA巨星奥尼尔与李宁公司喜结良缘
航空防务和,1,5,Northrop拟与欧洲航空防务和航天公司联合竞标美空军合同>NOC
NYSE与,2,5,NYSE与东京证交所就结盟事宜进行商谈
OSC指控,1,5,OSC指控嘉汉林业及前高管存在欺诈行为
澳大利亚州,2,5,OZMinerals关闭西澳大利亚州GoldenGrove锌矿的加工厂
提出的扩大,1,5,Pelosi欢迎盖特纳提出的扩大财政部监管权力的提议
伊利诺伊州,4,5,PhilipMorris在伊利诺伊州赢了官司
国债；减持,1,5,Pimco首席投资长格罗斯买进意大利、西班牙国债；减持美国国债
联合石油在,1,5,Pogo计划收购加州联合石油在加拿大西部的资产
Prada,1,5,Prada香港IPO后股东或须向意大利缴纳12.5%资本利得税
RIM证实,1,5,RIM证实北美和南美的黑莓服务出现中断
Rio预计,1,5,"Rio预计中国铜空头头寸为380,000吨-Macquarie"
希思罗机场,1,5,SASGroundServices将向中国国航提供伦敦希思罗机场地勤服务
Sasol,1,5,Sasol中国煤制油项目仍在审议当中－国家能源局前局长
斯德哥尔摩,5,5,SAS首席执行长：1年内将开辟一条斯德哥尔摩至北京的新航线
SEC调查,1,5,SEC调查巴菲特收购Burlington的信息披露事宜
证券交易的,1,5,SEC冻结一涉嫌进行可疑亨氏证券交易的瑞士帐户
SEC批准,2,5,SEC批准摩根大通旗下基于实物铜的ETF产品
SEC起诉,1,5,SEC起诉中国公司涉嫌操纵股市
SEC试解,1,5,SEC试解香港商界层层关系网
SEC指控,2,5,SEC指控香港企业WellAdvantage涉嫌中海油海外并购内幕案
SK电讯和,1,5,SK电讯和华特-迪士尼拟组建合资公司，推出迪士尼韩语频道
电信建合资,1,5,SK电讯寻求与中国电信建合资公司，挺进中国移动通讯市场-报导
阿尔及利亚,7,5,Sonatrach和中国石油天然气集团公司在阿尔及利亚获石油发现
太平洋银行,1,5,St.George同意西太平洋银行公司加码后的收购提议
电子计算机,5,5,Sun电子计算机公司：股东投票支持甲骨文收购交易>JAVA
S京化二：,1,5,S京化二：中国石化与国元证券就公司重组事宜进行磋商
Tango,3,5,Tango对先驱资源公司的收购报价提高至每股2.80澳元
开店，进军,1,5,Tesco将在上海开店，进军中国便利店市场－《金融时报》
TMX正与,1,5,TMX正与伦敦证券交易所商谈合并事宜－《金融时报》
TPG将向,1,5,TPG将向香港新能源控股投资至多3.9亿港元
TPG收购,1,5,TPG收购日本NIS
科兹米诺湾,1,5,Transneft选择科兹米诺湾作为其远东输油管道终点-报导
海洋石油在,3,5,Tullow拒绝与中国海洋石油在肯尼亚合作勘探石油－消息人士
UPS将把,1,5,UPS将把亚洲转运中心迁往深圳
UPS扩大,1,5,UPS扩大中国医保物流业务，力争提高在华市场占有率
运输部批准,1,5,USAirways：美国运输部批准费城至北京航线
运输部提交,1,5,USAirways向美国运输部提交费城至北京的航线方案>LCC
马萨诸塞州,7,5,USBancorp和富国银行在马萨诸塞州住房止赎诉讼中失利－彭博
基建的交易,1,5,Vector股东批准将电力网络出售给长江基建的交易－新华社
WiiU在,1,5,WiiU在美上市首周频频脱销
Kanak,1,5,Willumstad加入美国国际集团董事会；首席营运长Kanak辞职
银行/美林,1,5,WooriInvestment商谈收购美国银行/美林韩国私人银行业务
Yara与,1,5,Yara与中国中海石油化学将达成战略合作协议
阿迪达斯在,2,5,阿迪达斯在中国市场直追耐克（上）
阿尔坎计划,1,5,阿尔坎计划出售在合资企业Utkal中持有的股权>AL
阿尔穆尼亚,1,5,阿尔穆尼亚：欧元区2010年经济增长率或将达到潜在水平
阿拉巴马州,4,5,阿拉巴马州司法部长：英国石油拒绝该州损失赔偿要求－路透社
司法部长：,1,5,阿拉巴马州司法部长：英国石油拒绝该州损失赔偿要求－路透社
阿拉斯加州,2,5,阿拉斯加州司法部长向英国石油及其合作伙伴发出调查传票
司法部长向,1,5,阿拉斯加州司法部长向英国石油及其合作伙伴发出调查传票
阿里巴巴、,1,5,阿里巴巴、中国平安和腾讯控股拟建在线财险公司通过监管审批
将扩大面向,1,5,阿里巴巴集团将扩大面向中国中小企业的贷款计划
阿里巴巴与,1,5,阿里巴巴与土耳其LogoGroup结成战略联盟
阿里巴巴欲,1,5,阿里巴巴欲向大陆以外市场扩张
阿姆斯特朗,5,5,阿姆斯特朗为何决定打破沉默？（一）
Azeri,1,5,阿塞拜疆Azeri油田产量将因停产检修下降14万桶/日－英国石油
将释放谷歌,1,5,埃及政府将释放谷歌中东业务负责人
法国炼油厂,1,5,埃克森美孚法国炼油厂工会正在与管理层谈判，考虑举行罢工
加利福尼亚,3,5,埃克森美孚位于加利福尼亚的炼油厂已恢复生产－发言人
预算部长∶,1,5,爱尔兰预算部长∶爱尔兰已赢得国际三方债权人的信任
爱建股份：,1,5,爱建股份：香港名力集团计划收购爱建信托51%的股权
爱立信预计,1,5,爱立信预计中国将在明年初发放3G牌照
爱立信重组,1,5,爱立信重组卡尔马的业务，裁员130人
对于继续与,1,5,安格公司对于继续与巴斯夫进行收购谈判持开放态度-《商报》
安联保险：,2,5,安联保险：德累斯顿银行分拆计划已经取消
保险：世贸,2,5,安联保险：世贸中心保险赔付裁决不会影响其财务状况
安联保险和,2,5,安联保险和美国运通计划出售工商银行股份－知情人士
安联保险在,2,5,安联保险在中国寻求寿险业务新伙伴
安联证实对,1,5,安联证实对中国工商银行的10亿美元投资
将收购荣成,1,5,安赛乐米塔尔将收购荣成成山钢帘线有限公司90%的股权
支持欧盟对,1,5,安赛乐米塔尔支持欧盟对中国低价钢铁的涌入采取行动-2-
安盛就收购,1,5,安盛就收购瑞士信贷旗下子公司Winterthur展开独家谈判
暗斗变明争,1,5,暗斗变明争微软谷歌狭路逢
西弗吉尼亚,1,5,奥巴马称赞西弗吉尼亚遇难矿工
雅各布．卢,1,5,奥巴马决定提名雅各布．卢担任下一任财政部长－民主党人士
周四将会见,1,5,奥巴马周四将会见乔布斯、Schmidt和Zuckerber－FoxBusiness
奥迪07年,1,5,"奥迪07年中国汽车销量增25%，至101,996辆；料未来继续增长"
第一季度向,1,5,"奥迪公司第一季度向中国大陆和香港交付51,449辆汽车"
奥迪一季度,1,5,"奥迪一季度中国轿车销量增至19,161辆，上年同期为8,473辆"
奥林巴斯驻,1,5,奥林巴斯驻印度高管死亡疑为自杀
盖铜金矿因,1,5,奥尤陶勒盖铜金矿因中国海关审批延误未能确认收入
奥运会将使,1,5,奥运会将使北京8月份的空中交通流量提升至多20%
奥运会期间,1,5,奥运会期间中国黄金需求料将增加－AngloGold
澳参议员：,1,5,澳参议员：中国拘留力拓雇员与中国铝业公司交易失败有关
部长：拒绝,1,5,澳大利亚部长：拒绝新加坡交易所收购交易无损外资投资热情
部长：力拓,2,5,澳大利亚部长：力拓胡士泰被拘一案不会影响中澳经济关系
应迅速解决,1,5,澳大利亚部长：中国应迅速解决胡士泰一案
参议院通过,2,5,澳大利亚参议院通过澳大利亚电信股权出售法案>TLS
案并未影响,1,5,澳大利亚称胡士泰案并未影响澳中两国正常关系
电信放弃与,1,5,澳大利亚电信放弃与微软公司达成协议
电信继续与,1,5,澳大利亚电信继续与微软商讨推出IPTV服务事宜
电信考虑在,1,5,澳大利亚电信考虑在中国新媒体空间领域进行收购交易－高管
电信可能将,1,5,澳大利亚电信可能将香港流动通讯有限公司与另一家公司合并
甘蔗种植者,1,5,澳大利亚甘蔗种植者协会预计光明食品将确认对Sucrogen的收购
关门影响；,1,5,澳大利亚股市走低，受美国政府关门影响；澳央行维持利率不变
国库部长：,1,5,澳大利亚国库部长：巴塞尔新规定不应成为银行自行提息的理由
仍有意收购,1,5,澳大利亚麦格理银行仍有意收购伦敦证交所
贸易部长：,6,5,澳大利亚贸易部长：澳政府不欲干涉胡士泰案的司法程序
外交部长：,5,5,澳大利亚外交部长：中国对国家机密的定义较为宽泛
西北铁矿石,1,5,澳大利亚西北铁矿石联盟：中国有意投资西澳洲港口
就力拓雇员,1,5,澳大利亚政府就力拓雇员胡士泰被拘一事召见中国驻澳大使
总理：已与,1,5,澳大利亚总理：已与中国官员在意大利就力拓案件进行商讨
罗伊斯引擎,1,5,澳航：全球A380机队中约40台罗尔斯-罗伊斯引擎需更换－报导
华黄金任命,1,5,澳华黄金任命中国五矿集团子公司的李连钢为非执行董事
华黄金暂停,1,5,澳华黄金暂停吉林省白山金矿的运营，受附近村民抗议影响
博彩业大亨,1,5,澳门博彩业大亨何猷龙将在俄罗斯开设新娱乐场
不打算救助,1,5,澳门政府不打算救助拉斯维加斯金沙集团－报导>LVS
批准美高梅,1,5,澳门政府批准美高梅中国在路(乙水)填海区建度假中心和赌场
CEO：对,2,5,澳新银行CEO：对韩国外换银行展开的尽职调查仍进行中
将透过JP,1,5,澳新银行将透过JP摩根发行3.5亿港元2010年到期债券
已获准收购,1,5,澳新银行已获准收购苏格兰皇家银行新加坡和台湾业务
天津市商业,1,5,澳新银行预计周二将同中国天津市商业银行签署协议
矿业税咨询,1,5,澳政府称澳矿业税咨询委员会将在9月20日至21日召开首次会议
将出售旗下,4,5,澳洲联邦银行将出售旗下香港保险业务
巴伐利亚州,2,5,巴伐利亚州银行：次级抵押贷款相关投资规模为19亿欧元－报导
：卖出所持,1,5,巴菲特：卖出所持中国石油股份股票完全是从估值考虑
头号接班人,1,5,巴菲特头号接班人索科尔辞职
官员：正与,1,5,巴基斯坦官员：正与中国就煤矿和铁路投资事宜进行磋商
：副董事长,1,5,巴克莱：副董事长Broadbent将退休，并将出任乐购董事长
：将继续向,1,5,巴克莱：将继续向英国政府纳税－《金融时报》
计划增加在,1,5,巴克莱集团计划增加在中国业务的资本和人员配置－报导
计划提高对,1,5,巴克莱计划提高对荷兰银行的收购价－报导
已退出收购,1,5,巴克莱已退出收购雷曼兄弟的谈判－报导
与中国基金,1,5,巴克莱正与中国基金公司就推出固定收益类ETF进行谈判
CVRD：,1,5,巴西CVRD：美国和加拿大反垄断官员批准收购Inco的计划>RION
CVRD与,3,5,巴西CVRD与蒂森克虏伯就铁矿石合同价格上涨19%达成一致-2-
MMX：与,1,5,巴西MMX：与中国武钢股份的合资钢厂将于明年7月31日开工建设
淡水河谷：,3,5,巴西淡水河谷：高盛再度上调其美国存托凭证的目标价
再度上调其,1,5,巴西淡水河谷：高盛再度上调其美国存托凭证的目标价
科技部长：,1,5,巴西科技部长：鸿海集团将推进在巴西的投资计划
矿业界呼吁,1,5,巴西矿业界呼吁政府对中国采取更为强硬的立场
企业正劝说,1,5,巴西企业正劝说中国石化投资巴西炼厂—报导
石油部长：,3,5,巴西石油部长：伊朗邀请巴西加入欧佩克－报导
以石油报答,1,5,巴西以石油报答中国百亿美元贷款
白宫：期待,1,5,白宫：期待中国政府就谷歌的问题作出回应
百度∶深圳,1,5,百度∶深圳新办公楼将于2015年投入使用
百度计划在,1,5,百度计划在上海与东京设立研发中心>BIDU
百度前高管,1,5,百度前高管沈皓瑜加盟京东世纪任首席营运长
百宏实业在,1,5,百宏实业在香港IPO中筹资3.83亿美元－知情人士
百慕达南茂,1,5,百慕达南茂科技董事会批准郑世杰继续担任董事长兼首席执行长>IMOS
百仕通将为,1,5,百仕通将为中国铝业在必和必拓收购力拓交易中的角色提供建议
百事否认了,1,5,百事否认了以色列媒体有关其寻求收购SodaStream的报导
百事为争夺,1,5,百事为争夺中国市场而投身农业（下）
包钢稀土与,1,5,包钢稀土与江西铜业将制定统一的稀土定价机制－报导
宝钢股份：,3,5,宝钢股份：日本地震对中国的汽车钢材供应量构成影响
将加入渣打,1,5,宝钢集团前董事长谢企华将加入渣打中国子公司董事会
宝钢集团与,2,5,宝钢集团与四川达钢新建两家合资公司
宝钢加入到,1,5,宝钢加入到广东发展银行收购之争中
投信寻求在,1,5,宝来投信寻求在台湾推出沪深300ETF的联接基金
宝龙地产将,1,5,宝龙地产将香港IPO规模从6.28亿美元降至3.53亿美元；推迟上市
宝马汽车与,2,5,宝马汽车与戴姆勒公司将在11月底前决定合作方式－报导
保诚保险：,1,5,保诚保险：信诚基金管理有限公司首只基金募集到2.05多亿英镑
保诚保险与,1,5,保诚保险与中信集团的合资资产管理公司在中国推出首只基金
顾问将担任,1,5,保诚集团银行顾问将担任香港上市交易流通量提供者－消息人士
人寿保险（,1,5,保监会任命主席助理袁力担任中国人寿保险（集团）总裁
保利地产：,1,5,保利地产：母公司保利集团将在12个月内增持公司至多2%股权
保险经纪商,1,5,保险经纪商威达信获准在华成立独资企业
保险业预计,1,5,保险业预计英国石油公司漏油事故保险损失高达35亿美元－报导
经历将助力,1,5,鲍尔森的中国经历将助力布什政府
暴雪天气为,1,5,暴雪天气为美国假日出行蒙上阴影
西门子通信,1,5,北电网络接受诺基亚西门子通信公司的收购报价－消息人士
北辰实业A,1,5,北京北辰实业A股首次公开募股价定为每股人民币2.40元-2-
产权交易所,1,5,北京产权交易所计划向中国光大集团出售股权－报导
控股：董事,1,5,北京控股：董事武捷思因一时不察未及时披露权益资料而被罚
可能被并入,1,5,北京矿冶研究总院可能被并入中国铝业公司－报导
现代汽车在,2,5,北京现代汽车在北京的第二家工厂建成
：考虑收购,1,5,北京银行：考虑收购荷兰国际集团在华保险合资公司的股权
将于周三在,1,5,北京银行将于周三在上海证交所挂牌交易
汇市早盘：,23,5,北美汇市早盘：英国增发国债消息令英镑承压
航空将增加,1,5,北欧航空将增加中国航班，以满足08年奥运会期间的航运需求
业务并裁减,1,5,北汽控股竞购欧宝提议拟发展中国业务并裁减欧洲员工－报导
前主管出任,1,5,贝尔斯登前主管出任瑞士信贷大中华区企业融资负责人-消息人士
和鞍钢将在,1,5,贝卡尔特和鞍钢将在中国合建钢帘线工厂
近几周增持,1,5,贝莱德近几周增持美国国债
贝卢斯科尼,1,5,贝卢斯科尼出音乐专辑《真爱》
贝鲁斯科尼,2,5,贝鲁斯科尼将与家族成员商讨辞职事宜－消息人士
备忘录显示,2,5,备忘录显示苏格兰皇家银行集团将关闭部分亚洲业务－路透社
将关闭部分,2,5,备忘录显示苏格兰皇家银行集团将关闭部分亚洲业务－路透社
被告律师：,1,5,被告律师：胡士泰和刘才魁将就受贿指控认罪
本田汽车：,2,5,本田汽车：广州本田将于2010年开始经销自主品牌车型
本田汽车称,1,5,本田汽车称中国零部件供应厂已经结束罢工
汽车第三财,1,5,本田汽车第三财季净利润锐减41%，受日圆升值和泰国洪灾拖累
准备加强在,1,5,本田汽车合资企业广州本田准备加强在中国的研发业务
本周看点：,26,5,本周看点：阿尔卡特与朗讯合并恐难一帆风顺
比尔·盖茨,6,5,比尔·盖茨：微软不惧怕Google；即将升级其搜索引擎技术
可能将所持,1,5,比利时政府可能将所持法国巴黎银行股权出售给Fortis－报导
比亚迪或将,2,5,比亚迪或将洛杉矶作为登陆美国的桥头堡
比亚迪将向,1,5,比亚迪将向伦敦供应电动出租汽车
必和必拓：,4,5,必和必拓：墨西哥湾业务未来几日仍会暂停
必和必拓比,1,5,必和必拓比美国铝业公司更有望收购阿尔坎铝业－分析师
更有望收购,1,5,必和必拓比美国铝业公司更有望收购阿尔坎铝业－分析师
必和必拓称,1,5,必和必拓称伦敦股东大会后市场景气度有所改善
萨斯喀彻温,1,5,必和必拓称能够解决萨斯喀彻温省政府对税收流失的担忧
必和必拓的,1,5,必和必拓的澳大利亚煤矿工人拟继续罢工
必和必拓继,1,5,必和必拓继加拿大政府拒绝收购交易后继续寻求收购Potash
必和必拓视,2,5,必和必拓视加拿大政府的否决为收购Potash之重大障碍-知情人
必和必拓向,1,5,必和必拓向力拓提出正式收购要约，条件有所提高
必和必拓与,3,5,必和必拓与智利铜矿的工会达成薪资协议－报导
必和必拓在,1,5,必和必拓在昆士兰州的煤矿工人在工会表决中支持罢工
审计主管谈,1,5,毕马威审计主管谈中国风险(上)
碧桂园主席,2,5,碧桂园主席杨国强将以125亿港元收购邵氏－报导
蝙蝠侠拯救,1,5,蝙蝠侠拯救好莱坞
标普将六家,2,5,标普将六家日本汽车企业评级展望下调至负面，受减产影响
标普在上调,1,5,标普在上调美国评级展望後调整某些系统重要性银行评级展望
标准普尔：,7,5,标准普尔：法国银行业仍易受到市场波动冲击
经济减缓，,1,5,标准普尔：若中国经济减缓，澳大利亚银行业评级将面临风险
普尔∶美国,1,5,标准普尔∶美国陷入财政悬崖境况可能性为15%
标准普尔对,1,5,标准普尔对欧洲25家政府相关实体的评级作出调整
标准普尔将,7,5,标准普尔将戴尔公司评级列入负面观察名单
并购看台：,6,5,并购看台：巴菲特爱将索科尔其人
KGHM与,4,5,波兰KGHM与中国五矿集团签署阴极铜供应协议
获得10亿,1,5,波兰银行BREBank从母公司德国商业银行获得10亿瑞士法郎贷款
科学计划在,1,5,波士顿科学计划在中国投资1.5亿美元
波音787,1,5,波音787梦想飞机将在年内试飞
波音称支持,3,5,波音称支持美国航空管理局的决定，争取尽快找到解决办法
波音高管：,1,5,波音高管：中国将成为大型飞机制造业的竞争对手－报导
波音获得与,1,5,波音获得与中国一航飞机零部件合资企业控股权
波音将抗议,1,5,波音将抗议美国空军加油机合同授予决定
波音拟增持,1,5,波音拟增持中国飞机零部件合资企业股份至80%－新华社
Bruns,1,5,波音任命JohnW.Bruns担任公司中国业务副总裁>BA
博彩业巨头,1,5,博彩业巨头何鸿?鲈龀?MillenniumBCP股份至3%－报纸
博客∶敲打,2,5,博客∶敲打日本？时机未到(上)
寻求建立在,1,5,博通公司寻求建立在中国智能手机市场上的关系
金控计划将,1,5,博智金控计划将南山人寿与新华人寿进行整合－报导
：需要调整,1,5,布什：需要调整萨班斯－奥克斯法案执行的方式
将批准一家,1,5,布什将批准一家迪拜公司收购美国9家军工厂-《纽约时报》
家族成员：,1,5,布希家族成员：安海斯-布希与英博啤酒的谈判应基于股东价值
部分德尔福,1,5,部分德尔福俄亥俄州工厂员工批准举行罢工>DPH
科技公司称,1,5,部分美国科技公司称日本地震对在日经营活动造成一定破坏
公司后悔赴,2,5,部分中国公司后悔赴美上市（上）
将出任高盛,1,5,蔡金勇将出任高盛高华新CEO
策略师预计,1,5,策略师预计美国股市将在大选後上涨
福特马自达,2,5,"长安福特马自达汽车12月份乘用车销量增长61.4%，至27,680辆"
汽车正就在,1,5,长城汽车正就在保加利亚成立汽车生产合资公司进行磋商
基建计划在,1,5,长江基建计划在广东省新建水泥厂
实业和和记,1,5,长江实业和和记黄埔将以人民币16.2亿元购买上海一处地块
实业或试水,1,5,长江实业或试水香港首宗人民币IPO－报导
实业与和记,5,5,长江实业与和记黄埔的合资公司以6.23亿港元收购新加坡一地块
海运撤销在,1,5,长荣海运撤销在中国大陆的合资造船厂计划；没有并购打算
唱片业再战,1,5,唱片业再战中国互联网搜索公司
矿业或收购,1,5,辰州矿业或收购湖南金石矿业集团－报导
创科实业：,1,5,创科实业：北美市场出现复苏迹象，但市场状况依旧艰难
达创在完成,1,5,达创在完成香港退市手续后可能回台湾挂牌－报导
达能集团：,3,5,达能集团：中国2月份因细菌超标问题扣留一批依云矿泉水-2-
达能集团的,1,5,达能集团的中国之战
达能集团与,1,5,达能集团与日资公司商洽业务出售事宜－消息人士
达能集团在,1,5,达能集团在美国提起诉讼，与在中国发生的纠纷有关
：新闻集团,1,5,达沃斯：新闻集团默多克称世界正在为大肆消费付出代价
大都会保险,1,5,大都会保险台湾子公司将至少收到三份收购提议－路透社
大股东支持,1,5,大股东支持戴尔私有化计划-报导
重工·起重,1,5,大连重工·起重集团有意在明年年中以前赴港上市，集资7亿港元
大唐移动、,1,5,大唐移动、阿尔卡特子公司中标中国移动通信集团网络解决方案
阿尔卡特子,1,5,大唐移动、阿尔卡特子公司中标中国移动通信集团网络解决方案
大新金融与,1,5,大新金融与三菱UFJ金融集团将在香港、大陆和澳门合作提供服务
UFJ金融,2,5,大新金融与三菱UFJ金融集团将在香港、大陆和澳门合作提供服务
大型投行在,1,5,大型投行在中国IPO市场占据独特优势
泄漏事故令,1,5,大亚湾核电站泄漏事故令香港担忧
汽车：对子,1,5,大众汽车：对子公司4月份可能提议收购MANSE的报导不予置评
戴克莱斯勒,1,5,大众汽车：没有计划收购戴克莱斯勒集团
大众汽车:,1,5,大众汽车:中国汽车需求将稳步增长
大众汽车和,2,5,大众汽车和上海汽车拟在宁波修建在华第六工厂－报导
大众汽车与,1,5,大众汽车与中国一汽集团共同建设的发动机厂投产
大众汽车在,2,5,"大众汽车在巴西召回193,620辆汽车"
：06年在,2,5,"大众汽车中国：06年在中国大陆和香港市场售轿车711,298辆"
与三至四家,1,5,大众银行与三至四家中国大陆商业银行洽谈交叉持股－报导
：09财年,1,5,戴尔：09财年日本和亚太区收入将继续下降
：现在判断,2,5,戴尔：现在判断亚洲经济下滑还为时过早
第四季度在,1,5,戴尔第四季度在中国的电脑销量增幅将超过12%－管理人士
董事长预计,1,5,戴尔董事长预计公司销售将因微软发布Vista实现增长
计划今年在,2,5,戴尔公司计划今年在中国大规模扩张－报导
预计今年在,1,5,戴尔公司预计今年在亚洲推出Aero手机，明年推出平板电脑
戴尔计划将,1,5,戴尔计划将中国门店数量增加67%－报导
戴姆勒不久,1,5,戴姆勒不久将与北汽福田正式展开合作－报导
戴姆勒高管,1,5,戴姆勒高管华立新：对公司下半年实现在华销量增长持乐观态度
戴姆勒或在,1,5,戴姆勒或在中国生产奔驰A级和B级轿车－报导
戴姆勒将与,1,5,戴姆勒将与中国北汽福田签署合资协议－消息人士
戴姆勒旗下,3,5,戴姆勒旗下梅赛德斯-奔驰集团5月份全球汽车销量同比增长7.4%
戴姆勒正在,1,5,戴姆勒正在中国寻找新的大股东－报导
戴姆勒证实,1,5,戴姆勒证实中国市场汽车销售前景乐观
能源将剥离,1,5,戴文能源将剥离西非业务>DVN
淡马锡将与,1,5,淡马锡将与新加坡航空公司携手买入中国东方航空25%股份－报导
淡马锡考虑,1,5,淡马锡考虑阿布扎比对特许半导体的收购提议－消息人士
太平洋保险,2,5,淡马锡控股正就收购中国太平洋保险股权一事展开谈判
淡马锡所持,1,5,淡马锡所持美国银行股份截至3月31日全部售出
淡水河谷从,1,5,淡水河谷从中资银行获得12.3亿美元贷款用于造船
淡水河谷的,1,5,淡水河谷的莫桑比克煤炭出口项目如期进行，未受铁路问题影响
淡水河谷向,1,5,淡水河谷向中国钢铁企业提供铁矿石运费折扣－业内人士
信贷为其赴,1,5,当当网选定摩根士丹利和瑞士信贷为其赴美IPO承销商－报导
、雪佛龙和,1,5,道达尔、雪佛龙和挪威国家石油参与伊拉克油田合同谈判－官员
：旗下所有,1,5,道达尔：旗下所有法国炼油厂罢工活动将于周五结束
：可以满足,1,5,道达尔公司：可以满足刚果石油供应合约>TOT
CFO：与,1,5,道达尔公司CFO：与中国石油就委内瑞拉项目合作可能性进行谈判
炼油厂外，,1,5,道达尔证实，除敦克尔克炼油厂外，法国其他炼油厂罢工结束
：将支持对,1,5,德国：将支持对德国和欧洲工厂最有利的欧宝重组方案
Ifo经济,1,5,德国Ifo经济研究所：希腊继续留在欧元区几乎是不可能的－报导
罢工活动使,1,5,德国罢工活动使欧洲央行面临挑战
：银行业为,1,5,德国财政部：银行业为希腊救助计划助力的细节将于周末公布
财政部长：,10,5,德国财政部长：美国之外的G7国家无意推出类似美国的援助计划
财政部长对,3,5,德国财政部长对美国房利美和房地美表示关注
电信就合并,1,5,德国电信与法国电信就合并英国业务签署最终协议
电信证实与,1,5,德国电信证实与法国电信组建的英国合资公司将产生协同效应
电信组建的,1,5,德国电信证实与法国电信组建的英国合资公司将产生协同效应
赫斯州预算,1,5,德国赫斯州预算委员会批准向欧宝提供过渡性贷款－报导
经济部长：,5,5,德国经济部长：美国的“购买美国货“条款起到坏榜样
经济部长对,2,5,德国经济部长对美国国防部的飞机采购合同提出批评
MAN预计,1,5,德国卡车公司MAN预计中国、巴西将推动卡车行业复苏
央行韦伯：,1,5,德国央行韦伯：希腊救助计划是唯一可行方案
提议来部署,1,5,德国银行业认为可参考法国提议来部署希腊救助方案－消息人士
银行业所持,1,5,德国银行业所持希腊债务风险敞口至多达200亿欧元－BdB负责人
即将放弃对,1,5,德国证交所即将放弃对欧洲证交所的竞购
考虑采取与,1,5,德国政府考虑采取与法国政府相似的措施支持空中客车－报导
德太投资和,1,5,德太投资和新加坡政府投资公司投资印尼煤炭公司DeltaDunia
打算将其在,2,5,德意志银行打算将其在华夏银行的持股比例增加至20%
